CFTC_Contract_Market_Code,Report_Date_as_YYYY-MM-DD,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All
209742,2014-10-21,322938,21824,184507,159154,32628,83296,52968
209742,2014-10-28,327867,22327,191926,159063,31775,81222,50017
209742,2014-11-04,340285,20088,214938,162948,29472,97003,49199
209742,2014-11-11,347041,18578,225152,171773,29169,106181,45094
209742,2014-11-18,365218,18983,225960,180778,29117,109276,52831
209742,2014-11-25,369453,23263,220733,179632,28595,108919,50122
209742,2014-12-02,381828,23916,227528,185600,29418,114657,61619
209742,2014-12-09,384883,23412,228152,184849,30764,117270,60824
209742,2014-12-16,447764,21364,216489,167865,32155,127328,66211
209742,2014-12-23,340204,14143,206102,172843,28351,95936,71963
209742,2014-12-30,334697,16841,204569,166063,27838,92457,68320
209742,2015-01-06,336023,16350,204438,165429,28984,95550,65556
209742,2015-01-13,316911,13371,188394,147158,28074,94897,61258
209742,2015-01-20,305680,14737,177065,139319,34356,87298,58305
209742,2015-01-27,301513,19980,178451,131450,33866,86137,56276
209742,2015-02-03,301683,27094,180381,129752,34217,81067,47795
209742,2015-02-10,314616,24908,185797,128819,34245,93859,55754
209742,2015-02-17,330495,15152,201149,141967,31323,105876,57611
209742,2015-02-24,343761,11804,208215,146103,31468,120251,60868
209742,2015-03-03,350139,12387,213764,153469,31875,127703,61838
209742,2015-03-10,349658,14674,210513,144591,37353,129612,55020
209742,2015-03-17,404598,19314,203058,134546,37812,112411,44500
209742,2015-03-24,334803,14308,229233,153089,28052,111172,42437
209742,2015-03-31,319836,14059,212040,154608,27366,91329,37010
209742,2015-04-07,319792,14123,212683,150820,28114,94399,39905
209742,2015-04-14,330619,12962,221309,155133,28174,106998,44599
209742,2015-04-21,333550,13377,218701,154287,29996,110221,46865
209742,2015-04-28,365930,10316,232022,154490,27107,139616,61527
209742,2015-05-05,341880,15331,207361,148695,27203,112841,49729
209742,2015-05-12,309386,16826,190944,137846,27269,97549,51933
209742,2015-05-19,318845,16652,194394,141496,27079,98692,56814
209742,2015-05-26,316571,15469,188366,145989,26913,91979,56786
209742,2015-06-02,330764,15254,204206,154700,26654,98000,55684
209742,2015-06-09,319357,16288,183018,144944,28553,89304,58871
209742,2015-06-16,390932,18042,184765,143774,28955,87810,50272
209742,2015-06-23,346623,16407,243949,168494,25695,102938,38773
209742,2015-06-30,310974,20350,207430,157966,28390,76290,39236
209742,2015-07-07,296093,20665,193493,150996,27780,67604,35546
209742,2015-07-14,303999,18306,204133,154903,26895,77370,30727
209742,2015-07-21,344873,16925,226214,160642,27291,110031,46010
209742,2015-07-28,361523,17572,254657,167796,29721,115976,37204
209742,2015-08-04,353171,18738,238603,168822,29357,105370,43080
209742,2015-08-11,344511,25918,225216,159939,31121,90120,39481
209742,2015-08-18,350713,24914,229315,163758,32146,99220,44632
209742,2015-08-25,316080,43455,139342,145725,47991,71466,79277
209742,2015-09-01,295040,52514,112707,134713,45985,53301,82421
209742,2015-09-08,296107,57490,104882,133827,44743,50260,82471
209742,2015-09-15,323515,55183,121295,130198,44606,53829,65817
209742,2015-09-22,266500,24951,118894,142454,47561,51160,53660
209742,2015-09-29,260494,25362,117440,139513,54834,46684,44448
209742,2015-10-06,260686,25684,113617,145215,53191,45619,48778
209742,2015-10-13,268193,25408,123427,148894,53484,46472,47733
209742,2015-10-20,288365,26085,145786,149742,50790,64569,49433
209742,2015-10-27,324354,26530,186014,158000,46384,88483,44826
209742,2015-11-03,341687,25403,194883,163653,44059,98553,54995
209742,2015-11-10,364914,26152,219654,160794,42563,119474,57223
209742,2015-11-17,349775,28317,217262,159895,43259,104885,43644
209742,2015-11-24,337248,29167,193749,158726,41524,88582,51472
209742,2015-12-01,346572,31618,190166,161615,50984,90845,54612
209742,2015-12-08,337224,32209,175827,158216,52666,85899,59808
209742,2015-12-15,385220,25933,193007,157749,48176,93291,49845
209742,2015-12-22,307993,8378,187201,161330,47850,87143,41358
209742,2015-12-29,316070,11047,198453,164097,45260,93114,39579
209742,2016-01-05,302181,12519,169282,154280,51710,87874,41851
209742,2016-01-12,300742,16562,161148,153121,69051,84793,33330
209742,2016-01-19,277245,16480,140914,148911,69254,65472,30470
209742,2016-01-26,268896,38385,129007,127418,62081,54354,41693
209742,2016-02-02,271070,43448,118383,125484,60052,54105,53318
209742,2016-02-09,285308,54974,112693,123168,68965,57468,52423
209742,2016-02-16,269592,55913,91366,126720,70534,43949,59074
209742,2016-02-23,260667,55125,92598,125767,65785,38064,50758
209742,2016-03-01,258086,44226,105787,130096,54972,38664,46195
209742,2016-03-08,262306,49260,98792,124489,56514,44321,57052
209742,2016-03-15,277389,39679,86194,125429,53846,32962,54974
209742,2016-03-22,211397,39315,57845,94051,50538,36199,58250
209742,2016-03-29,220059,38120,70131,87692,46141,49432,63212
209742,2016-04-05,216778,41051,74557,76486,42824,54851,58409
209742,2016-04-12,224476,38322,81905,82364,46250,58706,56206
209742,2016-04-19,235390,25092,89906,82601,44014,81527,59658
209742,2016-04-26,226799,23891,81454,78787,42708,79020,63328
209742,2016-05-03,240748,57914,45982,76060,68999,64339,84297
209742,2016-05-10,233057,72543,39441,74766,71344,43428,77521
209742,2016-05-17,223775,83833,38783,64666,74220,34036,62670
209742,2016-05-24,221353,55782,38166,66425,61423,54454,72749
209742,2016-05-31,231894,30201,77642,75636,32262,83421,75397
209742,2016-06-07,243822,27771,92689,78702,33241,91376,73797
209742,2016-06-14,287606,27825,103139,73388,37533,105619,65213
209742,2016-06-21,218337,20452,101486,75587,35853,82474,42297
209742,2016-06-28,206056,30567,68276,71497,59577,68346,35234
209742,2016-07-05,200097,24946,80284,73741,31748,66316,44528
209742,2016-07-12,229036,22966,101237,79328,28610,85627,56127
209742,2016-07-19,252162,20433,128936,76229,27414,110014,54419
209742,2016-07-26,273914,19550,147688,86512,26140,122652,59194
209742,2016-08-02,284511,19855,146696,83276,26552,133656,66703
209742,2016-08-09,289203,18419,146860,85135,26841,136863,70895
209742,2016-08-16,296690,18078,144210,87137,26883,139343,74131
209742,2016-08-23,297330,19146,150171,86028,27077,141780,71702
209742,2016-08-30,305439,20946,149729,89056,26908,144181,79331
209742,2016-09-06,309012,22099,153316,88498,27040,145982,74003
209742,2016-09-13,321461,32244,115851,65941,26813,118148,75295
209742,2016-09-20,274840,23972,133134,80986,26913,123312,73104
209742,2016-09-27,297206,22205,151872,80836,26812,143483,72794
209742,2016-10-04,295870,21422,149660,81349,28993,142225,71431
209742,2016-10-11,297468,20785,150027,69777,29920,147275,69573
209742,2016-10-18,304774,21354,156905,85697,28576,150318,75954
209742,2016-10-25,316293,16807,173081,85647,28763,165582,67326
209742,2016-11-01,316487,15121,175631,71699,29732,183669,65141
209742,2016-11-08,299111,13868,157473,65442,32282,172428,64285
209742,2016-11-15,255504,32135,93757,61164,32238,112768,85033
209742,2016-11-22,250586,28811,98714,64142,30882,106962,76065
209742,2016-11-29,255284,36548,102262,65183,30282,102942,76433
209742,2016-12-06,254185,59998,85922,53233,35219,82237,74902
209742,2016-12-13,299000,45584,94260,42607,30989,94389,66663
209742,2016-12-20,221956,13037,90738,65306,25109,98732,69314
209742,2016-12-27,224401,14720,99297,61460,24362,103202,62576
209742,2017-01-03,229623,21615,93188,61153,27166,98112,65104
209742,2017-01-10,222116,22653,83651,63184,26774,89501,66707
209742,2017-01-17,225374,22208,87178,63936,26896,93345,66379
209742,2017-01-24,223472,26594,83614,58785,28124,92748,62749
209742,2017-01-31,237584,26274,97519,64615,27644,101645,66475
209742,2017-02-07,231695,30452,82826,60498,25805,93449,73569
209742,2017-02-14,228852,30119,76028,59236,25527,92128,74777
209742,2017-02-21,234577,32046,66580,55524,25608,97544,78518
209742,2017-02-28,239259,31592,68917,48140,26626,106013,79628
209742,2017-03-07,234280,31762,50465,39969,28964,98974,80823
209742,2017-03-14,304608,36636,44850,42813,31569,92449,89066
209742,2017-03-21,238636,12593,75734,74356,27678,93849,76179
209742,2017-03-28,239468,12945,82534,77676,23589,99805,75754
209742,2017-04-04,242137,13112,84839,70449,27192,105511,72156
209742,2017-04-11,248870,18437,96051,71898,26623,109079,71668
209742,2017-04-18,255345,18823,103342,67303,28412,119978,69046
209742,2017-04-25,274869,17218,114112,71824,25277,135684,74826
209742,2017-05-02,272977,20339,106876,72766,26190,125468,75850
209742,2017-05-09,269319,23588,110521,73687,25152,121642,71766
209742,2017-05-16,269961,29927,97769,71672,24797,114117,80055
209742,2017-05-23,270209,34808,99531,64572,23749,113891,81120
209742,2017-05-30,275501,30733,103405,65056,23815,122517,81995
209742,2017-06-06,316206,27349,124511,76601,30384,138828,86888
209742,2017-06-13,448235,27921,113752,65493,30545,138125,94798
209742,2017-06-20,284706,6848,113503,91270,32348,120713,76102
209742,2017-06-27,285882,15194,97146,82864,35429,124445,85312
209742,2017-07-03,292139,36742,94105,75628,39305,116522,90304
209742,2017-07-11,279925,45344,84945,72486,40107,105054,84505
209742,2017-07-18,283514,35716,83288,73798,40864,116343,85632
209742,2017-07-25,290215,40575,93249,66449,42521,125418,80400
209742,2017-08-01,292801,46047,91155,63364,39471,122180,88272
209742,2017-08-08,299774,54914,87037,62604,40532,119882,91334
209742,2017-08-15,302526,59680,78285,60561,41905,120990,95926
209742,2017-08-22,293728,72066,69157,56667,45602,98786,97366
209742,2017-08-29,290894,83178,62375,52341,46107,95658,102011
209742,2017-09-05,281453,78342,64221,52086,42308,88428,94263
209742,2017-09-12,357762,87126,71479,52176,53334,91065,89742
209742,2017-09-19,264612,47396,76043,75022,54559,85575,63964
209742,2017-09-26,267660,58323,68677,69877,56854,80790,73618
209742,2017-10-03,269830,64395,69721,67964,53116,80419,77417
209742,2017-10-10,282136,65454,75513,68391,55545,88538,76768
209742,2017-10-17,278487,62722,71545,68536,57475,87623,71317
209742,2017-10-24,279448,57235,74389,63043,52212,91957,72781
209742,2017-10-31,271964,47588,75294,64747,50431,89222,63226
209742,2017-11-07,275700,51376,76477,61575,49432,88170,60409
209742,2017-11-14,286304,55416,70851,60467,47961,95589,73785
209742,2017-11-21,294625,59771,80552,71081,55849,86668,63891
209742,2017-11-28,294553,64965,74758,71439,58335,88029,70402
209742,2017-12-05,304281,60722,68859,74458,62377,92868,87408
209742,2017-12-12,362049,68844,66763,67670,63181,81098,77383
209742,2017-12-19,275883,39508,52148,102865,60065,79423,102134
209742,2017-12-26,287695,53870,49757,90751,60561,82771,117039
209742,2018-01-02,276944,49341,50827,78236,55400,88400,106241
209742,2018-01-09,259301,44358,50041,80279,55994,75578,86872
209742,2018-01-16,274087,52843,64646,79145,56480,78975,83656
209742,2018-01-23,255968,58822,63947,74155,57012,61093,71998
209742,2018-01-30,259722,56196,67373,69443,57742,64624,64713
209742,2018-02-06,245714,51892,67854,55736,51215,73991,65550
209742,2018-02-13,230028,74618,24251,41840,67104,51384,78757
209742,2018-02-20,232293,84183,26390,43205,60721,41359,76980
209742,2018-02-27,231434,78051,38604,51754,67099,34295,55210
209742,2018-03-06,242052,74022,43123,43296,70773,48533,53149
209742,2018-03-13,294100,69616,52740,47061,69072,56631,55086
209742,2018-03-20,231638,45900,61121,75829,54240,54627,57853
209742,2018-03-27,234482,59880,51025,61161,51205,53230,66495
209742,2018-04-03,253749,72354,37532,58682,61654,58232,87844
209742,2018-04-10,242932,71780,37965,53475,62107,55595,83276
209742,2018-04-17,238235,75801,42759,46991,61633,53999,66881
209742,2018-04-24,244199,87655,27971,42855,59545,48245,89949
209742,2018-05-01,239248,84165,34213,44984,59039,45961,69821
209742,2018-05-08,235042,82520,45709,46816,56642,45701,67414
209742,2018-05-15,248298,86625,37452,51529,60757,51324,76086
209742,2018-05-22,245088,88552,38360,50019,62080,43506,83887
209742,2018-05-29,251285,85507,51761,50845,61525,46913,73505
209742,2018-06-05,259707,71115,62885,54820,59427,59203,64506
209742,2018-06-12,292508,73026,48925,49581,60399,53059,67136
209742,2018-06-19,225971,43578,52728,80217,49472,50108,69714
209742,2018-06-26,235491,48085,51434,80003,47902,51408,82817
209742,2018-07-03,242301,47581,53033,74573,53153,63902,84308
209742,2018-07-10,243295,45234,58807,77333,47408,64143,87137
209742,2018-07-17,248675,43939,69998,76602,48297,70196,79279
209742,2018-07-24,239453,48297,69026,74166,49388,59717,65312
209742,2018-07-31,239608,57424,69341,66506,49738,61198,66227
209742,2018-08-07,244972,66362,72344,69515,50045,53948,64889
209742,2018-08-14,237572,67944,71939,64704,48352,52681,59704
209742,2018-08-21,239836,67421,69458,63945,51506,52761,60297
209742,2018-08-28,246273,68954,74474,64359,53018,58996,58209
209742,2018-09-04,266283,69265,76251,86901,54903,55019,68801
209742,2018-09-11,263631,82018,68507,82302,70872,43533,67356
209742,2018-09-18,308395,82706,64001,80690,68652,34810,63453
209742,2018-09-25,247101,49326,83483,106515,51210,37814,58287
209742,2018-10-02,247207,43768,82192,104115,53679,48740,55125
209742,2018-10-09,247730,67198,67667,87516,61358,35757,60482
209742,2018-10-16,250718,79566,66069,67842,62913,48061,53886
209742,2018-10-23,254359,77081,60772,58846,60660,60037,64492
209742,2018-10-30,248265,84505,50629,52690,74834,53257,50136
209742,2018-11-06,243313,94359,38879,53859,83979,38852,51035
209742,2018-11-13,248663,95410,38890,54854,82232,38078,54982
209742,2018-11-20,256397,85192,50702,58061,85018,38966,39084
209742,2018-11-27,240730,81022,55812,53134,82319,48280,39042
209742,2018-12-04,243099,95772,44966,53629,84164,32653,47879
209742,2018-12-11,253480,93234,54963,53306,84304,47279,53809
209742,2018-12-18,272148,70140,53609,51106,75043,57295,51075
209742,2018-12-24,208265,37339,44686,49602,71257,67201,44699
209742,2018-12-31,203989,70539,36771,48361,69474,41791,44498
209742,2019-01-08,205311,91052,37060,46753,63630,28983,42487
209742,2019-01-15,208903,98242,39303,46718,60657,25174,46642
209742,2019-01-22,206783,91858,49405,49378,58475,28338,47824
209742,2019-01-29,217732,83944,54020,50229,56771,44037,50064
209742,2019-02-05,215458,83376,49922,55310,48552,33513,55560
209742,2019-02-12,215006,86048,51586,56376,64939,29682,41383
209742,2019-02-19,221601,89196,53849,59475,66327,28472,42110
209742,2019-02-26,223287,87825,54192,63077,68573,29696,42658
209742,2019-03-05,232670,94796,54476,62304,67007,27312,44877
209742,2019-03-12,257837,103710,46228,55381,69353,29119,53956
209742,2019-03-19,199340,66853,36852,64879,63480,23740,46809
209742,2019-03-26,193624,50216,46072,68311,48155,29788,47243
209742,2019-04-02,196541,55124,48433,70463,45443,24633,50789
209742,2019-04-09,201019,53701,52610,73866,43244,24834,50293
209742,2019-04-16,209067,55927,45170,72785,48587,27273,54231
209742,2019-04-23,217253,53925,49248,72989,55136,40804,54569
209742,2019-04-30,219945,53250,54133,73446,54023,43531,55959
209742,2019-05-07,208882,51656,44323,69888,53182,40976,54731
209742,2019-05-14,216460,58605,37505,67469,37823,39940,74969
209742,2019-05-21,216280,53735,47020,73184,35339,40287,71490
209742,2019-05-28,223713,54355,45479,78989,44411,39355,72971
209742,2019-06-04,222720,58465,40486,76661,47976,40475,73773
209742,2019-06-11,219921,55495,45380,82879,50336,34035,65634
209742,2019-06-18,247705,51758,52988,81600,47385,26959,54698
209742,2019-06-25,216956,29884,62435,87721,39005,48255,58462
209742,2019-07-02,209069,31643,57954,83613,37790,45989,52840
209742,2019-07-09,210823,32332,57066,80516,37290,48007,51622
209742,2019-07-16,216097,27334,59741,87650,35177,53307,60993
209742,2019-07-23,224625,37014,59482,86268,37677,53319,65471
209742,2019-07-30,228217,38729,57892,90548,38749,50046,67067
209742,2019-08-06,204915,34820,47677,94787,36471,26705,50880
209742,2019-08-13,194142,38145,42729,86488,35282,22846,49999
209742,2019-08-20,191768,44433,36135,82499,36237,18276,54442
209742,2019-08-27,200114,49229,37052,83530,40538,18772,53163
209742,2019-09-03,200086,46398,41514,83656,41465,20342,51317
209742,2019-09-10,204212,38960,46155,80006,42565,34958,54054
209742,2019-09-17,249740,35957,49915,88296,45886,42693,55044
209742,2019-09-24,202930,32505,42600,81901,44446,44709,57441
209742,2019-10-01,206517,33370,45749,85067,45150,43323,52309
209742,2019-10-08,202812,38557,39878,76449,47973,43561,51492
209742,2019-10-15,214331,34989,43102,83968,46401,52295,56128
209742,2019-10-22,218954,36680,50309,87165,44159,48148,59556
209742,2019-10-29,229678,33228,58286,91178,45389,58765,60293
209742,2019-11-05,226851,34640,55666,91500,38568,53310,65047
209742,2019-11-12,231853,33710,55271,95303,40313,54419,67284
209742,2019-11-19,232945,32184,49591,97249,38582,51824,71753
209742,2019-11-26,224422,33409,43399,98307,38167,41497,71777
209742,2019-12-03,210730,41118,38006,81196,39022,34927,61838
209742,2019-12-10,213003,45833,34706,71316,37986,37545,64521
209742,2019-12-17,276325,42973,37142,65714,42245,56441,72755
209742,2019-12-24,211094,21883,49985,83795,41957,53046,57349
209742,2019-12-31,216734,21743,57643,81146,40447,58921,58007
209742,2020-01-07,210289,21830,47504,77914,44759,54684,51020
209742,2020-01-14,215871,21929,50801,77012,37277,60052,64650
209742,2020-01-21,216925,26081,46324,77499,44071,60317,62364
209742,2020-01-28,206168,24103,47055,77879,40610,50139,54112
209742,2020-02-04,204786,34460,42286,74245,41805,41865,53258
209742,2020-02-11,207829,33813,41890,72888,49763,47331,57433
209742,2020-02-18,208321,28761,46569,70924,41607,54482,61529
209742,2020-02-25,214665,23960,67641,72148,33201,47624,45397
209742,2020-03-03,216843,25980,51877,77560,38893,49190,59888
209742,2020-03-10,220158,32054,40114,72923,54699,50039,62556
209742,2020-03-17,296271,36586,45725,59441,65875,62183,46442
209742,2020-03-24,199855,33447,65000,63431,39534,49024,40809
209742,2020-03-31,186519,35916,40543,60210,38825,38738,45848
209742,2020-04-07,183367,33060,30868,61496,39491,41939,48728
209742,2020-04-14,177937,32055,26596,65814,33990,35034,54070
209742,2020-04-21,179254,32342,28406,62232,37220,36890,54841
209742,2020-04-28,181751,33842,35009,63428,37129,34107,51789
209742,2020-05-05,184505,34688,47540,64453,31762,34810,48055
209742,2020-05-12,196564,36072,51464,69920,28919,36804,56060
209742,2020-05-19,198166,40272,40640,63880,30927,39266,65905
209742,2020-05-26,210002,39703,42314,72655,31262,40874,73602
209742,2020-06-02,209734,42270,43458,73607,32781,41064,70259
209742,2020-06-09,216274,49463,37182,72443,32855,37615,76797
209742,2020-06-16,228649,37436,45690,78374,24347,35954,75909
209742,2020-06-23,182561,13762,49004,79756,24875,41059,55853
209742,2020-06-30,194081,14381,55058,82938,24355,46851,58670
209742,2020-07-07,212535,22681,57186,82135,21790,55721,75973
209742,2020-07-14,223283,34911,47287,68793,28190,65539,88883
209742,2020-07-21,222203,49651,43445,65920,28945,52543,91702
209742,2020-07-28,220915,47419,44012,66979,28371,52329,92785
209742,2020-08-04,228566,50202,38963,67607,29412,55360,96723
209742,2020-08-11,235063,59328,40945,65736,32071,48712,98928
209742,2020-08-18,229944,42824,45096,85562,27117,40061,98485
209742,2020-08-25,234983,41479,43170,83345,28924,43198,100936
209742,2020-09-01,245148,44103,43638,82174,32209,50115,102256
209742,2020-09-08,250803,45203,40742,69136,36955,54746,78121
209742,2020-09-15,348364,79019,23801,73777,32472,64098,71579
209742,2020-09-22,332017,124962,9942,74906,32999,64101,45919
209742,2020-09-29,275596,81205,15633,70680,34360,53195,56842
209742,2020-10-06,277502,92137,19013,67902,36229,46904,54587
209742,2020-10-13,226211,41440,50961,67015,37152,45772,71387
209742,2020-10-20,219891,50495,45149,55115,37541,44716,73052
209742,2020-10-27,227676,59810,44747,54224,35507,48087,80881
209742,2020-11-03,222955,52949,39151,51595,34802,51007,84637
209742,2020-11-10,238100,57015,40712,54872,39444,59611,79611
209742,2020-11-17,238473,63201,39056,60621,34727,52350,84014
209742,2020-11-24,247258,70766,37725,63376,33726,47005,93286
209742,2020-12-01,245965,69501,39259,66517,33075,45701,93536
209742,2020-12-08,244507,59802,46008,70670,29554,45533,104704
209742,2020-12-15,276828,58768,39431,67886,31866,42220,107724
209742,2020-12-21,212706,40391,49496,76432,24490,41623,85836
209742,2020-12-29,216887,42414,43225,79630,21236,41964,98604
209742,2021-01-05,220898,43197,39997,79503,21924,45851,102932
209742,2021-01-12,232289,53308,31491,77760,24308,46853,117449
209742,2021-01-19,235051,51534,35461,79996,22686,50825,113677
209742,2021-01-26,232059,45994,39134,77792,21848,52949,107694
209742,2021-02-02,234732,44780,42666,81903,26752,48966,103787
209742,2021-02-09,234372,46910,44902,80589,25848,48331,102355
209742,2021-02-16,235353,51430,41539,72793,26006,49983,102293
209742,2021-02-23,240070,69657,34252,57138,34541,51726,103574
209742,2021-03-02,244016,86577,26127,49907,41642,48155,97593
209742,2021-03-09,253528,86221,24463,50384,54451,57779,90891
209742,2021-03-16,257385,74758,21724,53611,50700,49093,87970
209742,2021-03-23,221777,67838,23243,57748,46919,46733,84779
209742,2021-03-30,222230,71601,22754,55218,45524,45922,84645
209742,2021-04-06,214588,48222,25810,61618,42177,52895,81002
209742,2021-04-13,214302,47714,31671,58575,39171,55631,76007
209742,2021-04-20,218144,47764,44018,53222,34451,61494,71773
209742,2021-04-27,217879,60435,41638,51077,33544,53393,73358
209742,2021-05-04,237240,69189,36843,50764,37600,60277,89168
209742,2021-05-11,227436,70088,31612,50144,38936,50991,79685
209742,2021-05-18,227977,67060,30664,46795,48892,55393,74812
209742,2021-05-25,233388,73101,30379,49158,49321,53862,79533
209742,2021-06-01,238373,74907,32215,49133,51183,57404,79277
209742,2021-06-08,238155,73795,31613,55367,50964,52023,80936
209742,2021-06-15,288897,71602,34728,58831,54377,66679,86892
209742,2021-06-22,223769,52124,32900,55144,50879,62490,70153
209742,2021-06-29,224134,57434,35749,56771,45341,56697,72641
209742,2021-07-06,228288,64925,37402,61516,44342,49407,72149
209742,2021-07-13,232282,70099,37883,63194,43877,48594,77571
209742,2021-07-20,234532,55800,42385,62028,49096,61207,77431
209742,2021-07-27,234722,63603,40249,62298,46279,53698,81676
209742,2021-08-03,223043,64660,38642,63955,41591,38446,75229
209742,2021-08-10,233359,82364,35687,62488,49027,30037,77931
209742,2021-08-17,234502,85234,35513,65104,47574,29395,80419
209742,2021-08-24,227123,69889,41105,65066,43356,38426,71282
209742,2021-08-31,230598,69434,41290,64860,44172,41144,73419
209742,2021-09-07,234329,65092,43138,63395,43051,45146,74565
209742,2021-09-14,277699,59833,50404,71450,42837,48653,77642
209742,2021-09-21,222302,52309,61941,74690,44851,41480,55741
209742,2021-09-28,230609,64075,52060,69453,44818,36382,62174
209742,2021-10-05,225151,65638,50749,64135,48994,35557,57509
209742,2021-10-12,230615,66051,59154,64642,51068,41517,55648
209742,2021-10-19,237365,68092,66853,67435,42274,47404,57630
209742,2021-10-26,245510,64937,78396,66439,39731,58026,63888
209742,2021-11-02,255587,71280,85433,71353,39405,60882,63786
209742,2021-11-09,262897,70435,91500,78737,36992,61363,70161
209742,2021-11-16,264338,74300,89951,77003,36285,56569,75565
209742,2021-11-23,258727,67252,87062,75604,38980,53188,60562
209742,2021-11-30,258476,67945,86472,81474,42263,51046,58319
209742,2021-12-07,251880,63899,87713,73962,40157,50141,54417
209742,2021-12-14,269716,54921,84213,67698,39968,52818,52587
209742,2021-12-21,208070,45341,66064,71272,43901,36515,43320
209742,2021-12-28,211097,52497,69779,74926,37671,32778,48881
209742,2022-01-04,210931,44292,76702,74755,33669,35097,45095
209742,2022-01-11,220222,40419,57348,72744,47083,45935,48243
209742,2022-01-18,235810,41049,63221,74249,49458,51366,53453
209742,2022-01-25,243347,41923,72075,73024,55176,61464,47679
209742,2022-02-01,239334,69195,44207,66491,60357,43780,52157
209742,2022-02-08,233767,62585,46120,63801,63306,53194,49853
209742,2022-02-15,235945,61278,41769,63363,60616,58365,53352
209742,2022-02-22,257929,69890,53680,64606,67136,56665,57857
209742,2022-03-01,249537,73655,52456,66676,64091,54527,45619
209742,2022-03-08,248009,66169,59430,60789,62398,61795,46107
209742,2022-03-15,264733,64662,41768,58460,63051,53805,50902
209742,2022-03-22,212808,68455,16043,63260,48994,31043,70492
209742,2022-03-29,223320,73515,14835,70800,45216,31433,86160
209742,2022-04-05,232689,68107,24200,77067,39916,37633,92938
209742,2022-04-12,228302,57311,36861,72050,44129,47142,75179
209742,2022-04-19,237109,57263,43068,76385,44405,47473,72012
209742,2022-04-26,236977,52832,46126,71860,48896,48537,59896
209742,2022-05-03,226722,46593,47988,72031,48121,49744,54819
209742,2022-05-10,249921,51380,54824,71521,59957,61804,52194
209742,2022-05-17,243553,51112,50680,74683,62687,55014,52989
209742,2022-05-24,255244,62575,49490,77931,64550,51886,66349
209742,2022-05-31,263080,72535,46224,84781,62577,48239,80106
209742,2022-06-07,268293,76091,42760,79046,57498,51532,86922
209742,2022-06-14,302267,64636,45105,78178,63043,61567,81001
209742,2022-06-21,236624,38911,34604,79534,63666,52559,66582
209742,2022-06-28,248045,47022,42463,81914,61182,56558,75548
209742,2022-07-05,259449,57022,44721,79179,70241,57344,73263
209742,2022-07-12,254260,57335,31197,84162,67716,53362,82432
209742,2022-07-19,256388,57667,33864,82941,68513,54560,80168
209742,2022-07-26,267158,58975,38807,90294,66935,51502,88292
209742,2022-08-02,262325,62492,28651,87693,64132,52728,89224
209742,2022-08-09,258784,66934,22334,88895,50947,45081,99398
209742,2022-08-16,267796,65488,17126,99862,50223,44206,104853
209742,2022-08-23,262158,58272,30877,93916,54408,50101,90339
209742,2022-08-30,263641,64812,20750,87252,62262,50675,88760
209742,2022-09-06,286754,77852,18358,80092,72918,61842,96694
209742,2022-09-13,314969,92584,10621,75342,66376,53012,101049
209742,2022-09-20,271815,98360,12483,74235,74355,46345,87205
209742,2022-09-27,282054,97992,8477,74137,84831,51285,83312
209742,2022-10-04,272171,87622,9984,71489,84687,50625,70637
209742,2022-10-11,281284,78780,12213,78991,82555,57979,77822
209742,2022-10-18,274388,73306,18677,78545,78681,58125,71437
209742,2022-10-25,281590,78882,17450,81202,73721,59536,92800
209742,2022-11-01,282466,81825,17901,78807,69758,59164,91130
209742,2022-11-08,273054,77222,17493,77131,68750,55002,89105
209742,2022-11-15,268428,70255,32778,80205,56465,50543,88483
209742,2022-11-22,252712,62439,32731,78435,57571,48654,76002
209742,2022-11-29,254245,67093,32427,76706,60890,47659,78138
209742,2022-12-06,250102,62693,33455,80681,60357,45490,77637
209742,2022-12-13,312984,64069,34945,80650,61006,44423,75194
209742,2022-12-20,245045,53807,42983,79662,68658,54712,62794
209742,2022-12-27,250781,57119,39875,77709,68324,55492,70797
209742,2023-01-03,244658,49729,41408,74060,68315,58604,60419
209742,2023-01-10,253625,57402,46310,80035,62578,58130,70408
209742,2023-01-17,275015,67087,45495,85630,57478,62729,80707
209742,2023-01-24,273887,68143,43761,88155,52070,58034,87343
209742,2023-01-31,278449,73016,48610,89321,51290,61614,89943
209742,2023-02-07,279306,71879,51959,88290,39391,67375,106342
209742,2023-02-14,276184,78647,42734,83332,37354,58982,104828
209742,2023-02-21,268297,75857,40071,75605,42130,58301,93137
209742,2023-02-28,268253,76744,36907,73978,49795,58658,89854
209742,2023-03-07,260810,70161,31962,71463,47212,59788,87644
209742,2023-03-14,306461,61692,31013,73935,53880,65156,71184
209742,2023-03-21,214876,43438,18463,74903,50562,43411,73840
209742,2023-03-28,220074,46923,18398,74720,50400,41075,81969
209742,2023-04-04,232186,42278,28338,69137,36464,46145,90486
209742,2023-04-11,237470,40601,37534,79593,39338,48720,84931
209742,2023-04-18,245059,41477,37587,81209,42596,54568,86193
209742,2023-04-25,247654,40422,41907,79224,38074,51598,87590
209742,2023-05-02,246962,36256,41188,81803,38832,49879,84684
209742,2023-05-09,255173,34579,44637,82681,38373,56710,87392
