Fecha,Signo,Cantidad_USD,NAV,Cambio_%,AUM
2004-01-23,Salida,-95113175.0,38.06,0.051386,22798628047.5
2004-01-26,Entrada,390164405.0,38.62,1.464344,23200507790.0
2004-01-27,Salida,0.0,37.77,-2.217014,23540243090.0
2004-01-28,Entrada,50984046.0,37.08,-1.820555,23069336666.0
2004-01-29,Salida,0.0,37.2,0.326335,22649346748.5
2004-01-30,Entrada,662149498.0,37.12,-0.222396,23385409096.5
2004-02-02,Entrada,556750200.0,36.99,-0.352214,23890151082.0
2004-02-03,Entrada,123902932.5,37.09,0.26848,23929909650.0
2004-02-04,Salida,0.0,36.36,-1.95242,23994156750.0
2004-02-05,Entrada,219985199.5,36.42,0.164654,23745675129.5
2004-02-06,Salida,-733884359.0,37.27,2.319537,23050888874.0
2004-02-09,Entrada,469549836.0,37.07,-0.538133,24055112630.0
2004-02-10,Salida,-224245186.0,37.3,0.629079,23701418874.0
2004-02-11,Salida,-111895470.0,37.64,0.928268,23738623960.5
2004-02-12,Salida,-112934160.0,37.33,-0.847875,23846047884.0
2004-02-13,Salida,-410580940.0,36.91,-1.121886,23233282373.0
2004-02-16,Salida,0.0,36.91,0.0,23233282373.0
2004-02-17,Salida,0.0,37.46,1.486231,22972631435.5
2004-02-18,Salida,-209749736.0,37.48,0.060499,23104307973.5
2004-02-19,Salida,-215498327.5,36.91,-1.504324,22902787467.0
2004-02-20,Salida,0.0,36.85,-0.180364,22558255398.0
2004-02-23,Salida,-287411280.0,36.39,-1.238697,22230157080.0
2004-02-24,Salida,-181955850.0,36.35,-0.116787,21772837011.0
2004-02-25,Entrada,272615025.0,36.55,0.565083,22020024286.0
2004-02-26,Entrada,292432560.0,36.73,0.470098,22436888166.0
2004-02-27,Entrada,110177730.0,36.56,-0.457279,22652541288.0
2004-03-01,Entrada,233971008.0,37.03,1.297145,22782926904.0
2004-03-02,Entrada,540669828.0,36.63,-1.092131,23619124404.0
2004-03-03,Salida,-172150378.0,36.45,-0.484851,23189022194.0
2004-03-04,Salida,-251506035.0,36.83,1.040764,22825083930.0
2004-03-05,Salida,0.0,36.62,-0.565443,23062639162.0
2004-03-08,Salida,0.0,35.83,-2.164726,22932233012.0
2004-03-09,Salida,0.0,35.74,-0.253736,22435812962.0
2004-03-10,Salida,-1129308160.0,35.24,-1.389881,21249576960.0
2004-03-11,Salida,-153297871.5,34.86,-1.078633,20800935322.5
2004-03-12,Salida,-174303850.0,35.59,2.081509,20402265642.5
2004-03-15,Entrada,266898000.0,34.8,-2.204185,21093838600.0
2004-03-16,Salida,0.0,34.98,0.513677,20628891427.5
2004-03-17,Entrada,209884680.0,35.52,1.55028,20944742025.0
2004-03-18,Entrada,284184640.0,35.25,-0.778621,21553628790.0
2004-03-19,Entrada,88116225.0,34.77,-1.352305,21473924032.5
2004-03-22,Salida,-79970655.0,34.34,-1.233022,21103560457.5
2004-03-23,Salida,-104740446.5,34.06,-0.822512,20738608407.0
2004-03-24,Salida,0.0,34.35,0.861954,20568030813.0
2004-03-25,Entrada,575400020.0,35.45,3.18381,21320717756.0
2004-03-26,Entrada,35445950.0,35.19,-0.734611,22034974817.5
2004-03-29,Salida,0.0,35.85,1.900268,21873103374.0
2004-03-30,Salida,0.0,35.93,0.203909,22288750997.0
2004-03-31,Entrada,215563740.0,35.76,-0.474013,22549763568.5
2004-04-01,Entrada,380811943.5,36.13,1.030092,22823686717.0
2004-04-02,Salida,-81281970.0,37.05,2.551036,22977509786.0
2004-04-05,Entrada,277851675.0,37.5,1.210331,23841526059.5
2004-04-06,Salida,-374952800.0,37.13,-0.979857,23755134644.0
2004-04-07,Salida,-204203340.0,36.84,-0.778633,23318165034.0
2004-04-08,Entrada,442065480.0,36.93,0.239014,23578667539.5
2004-04-09,Salida,0.0,36.93,0.0,23578667539.5
2004-04-12,Entrada,83085390.0,37.18,0.698841,23718109332.0
2004-04-13,Salida,-520588600.0,36.61,-1.540975,23363272670.0
2004-04-14,Salida,-98852103.0,36.68,0.187726,22904398384.0
2004-04-15,Salida,-220083720.0,36.28,-1.098864,22727312152.0
2004-04-16,Salida,-253942850.0,36.02,-0.712645,22223627130.0
2004-04-19,Entrada,90047550.0,36.63,1.683999,22155299202.0
2004-04-20,Salida,-375412195.0,35.72,-2.483865,22152982063.0
2004-04-21,Entrada,178579250.0,36.07,0.984745,21781311122.5
2004-04-22,Entrada,423793830.0,36.93,2.382141,22419595296.0
2004-04-23,Salida,-110780220.0,37.21,0.77429,22842881364.0
2004-04-26,Salida,0.0,36.8,-1.102501,23019751476.0
2004-04-27,Entrada,73604780.0,36.78,-0.07187,22839563234.0
2004-04-28,Salida,0.0,36.12,-1.787663,22823148364.0
2004-04-29,Salida,-420780641.5,35.58,-1.488295,21994366664.5
2004-04-30,Salida,0.0,34.84,-2.096177,21667025592.0
2004-05-03,Entrada,357059980.0,35.18,0.992274,21569906304.0
2004-05-04,Salida,0.0,35.35,0.481342,21783938976.0
2004-05-05,Salida,-102515348.0,35.51,0.454086,21786278956.0
2004-05-06,Entrada,136715964.0,35.19,-0.896126,22021923396.0
2004-05-07,Entrada,114375365.0,34.96,-0.664916,21938954628.0
2004-05-10,Salida,-235969335.0,34.73,-0.64448,21557109693.0
2004-05-11,Salida,-95516080.0,35.35,1.77456,21322662368.0
2004-05-12,Salida,-212096880.0,35.17,-0.497461,21488948892.0
2004-05-13,Salida,0.0,35.23,0.159978,21382049677.0
2004-05-14,Salida,0.0,34.8,-1.217489,21416256210.0
2004-05-17,Salida,-52201470.0,34.31,-1.423035,21103314272.0
2004-05-18,Salida,0.0,34.74,1.272731,20803006800.0
2004-05-19,Entrada,319629804.0,34.71,-0.081428,21387402972.0
2004-05-20,Entrada,32978376.0,34.73,0.037045,21402966024.0
2004-05-21,Salida,0.0,35.01,0.808681,21410894857.0
2004-05-24,Entrada,218798562.5,35.15,0.411623,21802839156.0
2004-05-25,Salida,0.0,35.99,2.385904,21892584636.0
2004-05-26,Salida,-462478696.0,36.15,0.432891,21952442072.0
2004-05-27,Entrada,104824444.0,36.38,0.636468,22152296726.0
2004-05-28,Salida,-472893460.0,36.45,0.21206,21820395537.0
2004-05-31,Salida,0.0,36.45,0.0,21820395537.0
2004-06-01,Salida,0.0,36.51,0.156308,21866667966.0
2004-06-02,Salida,0.0,36.4,-0.293888,21900847419.0
2004-06-03,Salida,0.0,35.93,-1.298868,21836483514.0
2004-06-04,Salida,0.0,36.17,0.679758,21552856438.5
2004-06-07,Salida,-412391010.0,37.08,2.499817,21286972792.5
2004-06-08,Entrada,37078950.0,37.19,0.302975,21856187077.5
2004-06-09,Salida,-189675579.0,36.53,-1.770038,21732730311.5
2004-06-10,Salida,0.0,36.82,0.798867,21348052706.5
2004-06-11,Salida,0.0,36.82,0.0,21348052706.5
2004-06-14,Entrada,36824840.0,36.26,-1.525465,21555420094.0
2004-06-15,Salida,0.0,36.77,1.408815,21226599731.5
2004-06-16,Entrada,152611975.5,36.79,0.053353,21678255315.0
2004-06-17,Entrada,73587180.0,36.4,-1.078992,21763408485.0
2004-06-18,Salida,-436759080.0,36.41,0.040883,21091823905.0
2004-06-21,Entrada,648124166.0,36.13,-0.780935,21748571031.0
2004-06-22,Entrada,7225424.0,36.66,1.488522,21585954200.0
2004-06-23,Entrada,23832172.0,37.13,1.263989,21931097972.0
2004-06-24,Salida,0.0,37.0,-0.349922,22208304608.0
2004-06-25,Salida,0.0,37.25,0.676759,22130592960.0
2004-06-28,Entrada,139682962.5,37.12,-0.355958,22420046701.0
2004-06-29,Entrada,180013570.0,37.43,0.842516,22520254350.0
2004-06-30,Entrada,142229858.0,37.7,0.728982,22852221000.5
2004-07-01,Entrada,11310528.0,37.03,-1.785567,23030120096.0
2004-07-02,Entrada,436937126.0,36.82,-0.562566,23055839110.5
2004-07-05,Salida,0.0,36.82,0.0,23055839110.5
2004-07-06,Entrada,110460780.0,35.94,-2.396534,23036595669.0
2004-07-07,Entrada,407894597.5,36.11,0.468893,22892410450.0
2004-07-08,Salida,0.0,35.58,-1.471181,22999751320.0
2004-07-09,Entrada,88937925.0,35.8,0.619365,22750321215.0
2004-07-12,Entrada,62642142.5,35.6,-0.549594,22953870787.5
2004-07-13,Salida,-213592680.0,35.51,-0.240121,22614124995.0
2004-07-14,Entrada,65699605.0,35.2,-0.878319,22625523430.0
2004-07-15,Salida,-35201380.0,35.2,-0.009772,22391597818.0
2004-07-16,Salida,-35197940.0,34.61,-1.677882,22354211694.0
2004-07-19,Salida,-214565632.0,34.72,0.328572,21764568704.0
2004-07-20,Entrada,260408025.0,35.32,1.738973,22096488948.0
2004-07-21,Salida,-211949160.0,34.47,-2.425657,22268791744.0
2004-07-22,Entrada,48255200.0,35.01,1.581786,21776882400.0
2004-07-23,Salida,0.0,34.19,-2.345943,22121346078.0
2004-07-26,Salida,-128219325.0,34.02,-0.516088,21474172551.0
2004-07-27,Salida,0.0,34.59,1.68762,21363346848.0
2004-07-28,Salida,-60531467.5,34.4,-0.55436,21663347483.0
2004-07-29,Salida,-512525134.0,34.77,1.072428,21030729324.0
2004-07-30,Entrada,86916375.0,34.81,0.131419,21343185045.0
2004-08-02,Salida,0.0,34.96,0.422466,21371234136.0
2004-08-03,Entrada,143333171.0,34.28,-1.93402,21604853580.0
2004-08-04,Entrada,68566380.0,34.29,0.012484,21255577800.0
2004-08-05,Salida,0.0,33.65,-1.868554,21258231400.0
2004-08-06,Salida,0.0,32.7,-2.817356,20861009800.0
2004-08-09,Entrada,19619304.0,32.79,0.268266,20292900104.0
2004-08-10,Salida,-98359680.0,33.48,2.11303,20248979456.0
2004-08-11,Salida,-93742180.0,32.93,-1.638562,20583104380.0
2004-08-12,Salida,0.0,32.43,-1.522922,20245837396.0
2004-08-13,Salida,0.0,32.51,0.259488,19937509048.0
2004-08-16,Entrada,32513410.0,32.99,1.458936,20021757878.0
2004-08-17,Salida,0.0,33.21,0.668308,20313862608.0
2004-08-18,Salida,-109587126.0,33.9,2.095084,20340034750.0
2004-08-19,Entrada,16951980.0,33.64,-0.76814,20783127480.0
2004-08-20,Entrada,67287060.0,33.98,0.996417,20690770950.0
2004-08-23,Entrada,22086194.0,34.09,0.330412,20919023594.0
2004-08-24,Entrada,25568272.5,34.06,-0.080842,21013710892.0
2004-08-25,Salida,-85158675.0,34.55,1.426895,20911564233.0
2004-08-26,Salida,0.0,34.42,-0.373753,21209950328.0
2004-08-27,Salida,0.0,34.53,0.330124,21130677421.0
2004-08-30,Salida,0.0,34.02,-1.484913,21200434878.0
2004-08-31,Salida,-85053050.0,34.04,0.053937,20800573908.0
2004-09-01,Salida,-209343355.5,34.27,0.678269,20602449742.5
2004-09-02,Salida,-179919862.5,34.78,1.47792,20562270000.0
2004-09-03,Salida,-139107760.0,34.12,-1.896429,20727056240.0
2004-09-06,Salida,0.0,34.12,0.0,20727056240.0
2004-09-07,Entrada,47764388.0,34.37,0.727429,20381746708.0
2004-09-08,Entrada,34365600.0,34.24,-0.366937,20564375040.0
2004-09-09,Entrada,376634500.0,34.61,1.07081,20865551300.0
2004-09-10,Salida,-103818420.0,35.14,1.541807,20985163296.0
2004-09-13,Entrada,140558800.0,35.5,1.012985,21449272880.0
2004-09-14,Salida,-124234810.0,35.67,0.491271,21542316054.0
2004-09-15,Salida,-347782890.0,35.2,-1.329155,21300364386.0
2004-09-16,Salida,-105587790.0,35.26,0.18826,20911661809.5
2004-09-17,Salida,0.0,35.47,0.585727,20951030188.5
2004-09-20,Salida,-585234045.0,35.43,-0.111986,20488511884.5
2004-09-21,Entrada,159430545.0,35.71,0.784724,20624998171.5
2004-09-22,Salida,-35707030.0,34.92,-2.207072,20751140484.5
2004-09-23,Salida,-10475685.0,34.96,0.110026,20282672107.5
2004-09-24,Salida,-3495737.0,34.79,-0.478039,20301492627.5
2004-09-27,Salida,0.0,34.45,-0.966506,20204443495.0
2004-09-28,Salida,-137816040.0,34.56,0.299385,19871350267.5
2004-09-29,Entrada,131317208.0,35.08,1.521711,20062159238.0
2004-09-30,Salida,0.0,35.13,0.132486,20367447261.0
2004-10-01,Salida,-14051800.0,36.13,2.844419,20380379425.0
2004-10-04,Salida,0.0,36.28,0.416483,20960082709.5
2004-10-05,Salida,0.0,36.35,0.188896,21047377880.0
2004-10-06,Salida,-54521595.0,36.66,0.862007,21032613964.5
2004-10-07,Salida,0.0,36.2,-1.260766,21213916582.5
2004-10-08,Salida,0.0,35.58,-1.704613,20946458766.0
2004-10-11,Entrada,99629012.0,35.75,0.471112,20689031795.5
2004-10-12,Salida,0.0,35.68,-0.190073,20786500259.0
2004-10-13,Entrada,124885145.0,35.67,-0.038395,20871875876.5
2004-10-14,Salida,0.0,35.44,-0.645176,20863862061.5
2004-10-15,Salida,0.0,35.58,0.403751,20729253367.5
2004-10-18,Salida,-53371095.0,36.23,1.838636,20759576918.5
2004-10-19,Salida,-63411127.5,35.9,-0.927503,21077858781.0
2004-10-20,Entrada,57438160.0,36.11,0.588236,20939799205.0
2004-10-21,Salida,-144440080.0,36.67,1.550013,20918534586.0
2004-10-22,Salida,0.0,35.76,-2.477711,21242774589.0
2004-10-25,Entrada,71522320.0,35.62,-0.396212,20787962308.0
2004-10-26,Salida,0.0,35.86,0.667107,20705597911.0
2004-10-27,Entrada,466142170.0,36.8,2.627151,21309868587.0
2004-10-28,Salida,-36799110.0,36.98,0.48224,21832911963.0
2004-10-29,Entrada,55464855.0,36.97,-0.027342,21993663836.0
2004-11-01,Entrada,129382610.0,37.02,0.137665,22117033018.0
2004-11-02,Entrada,40719085.0,37.17,0.40508,22188199590.0
2004-11-03,Salida,-83626425.0,37.4,0.614357,22194453195.0
2004-11-04,Entrada,84140190.0,37.7,0.818277,22414946616.0
2004-11-05,Entrada,207359020.0,37.93,0.595385,22805722036.0
2004-11-08,Entrada,37926110.0,37.97,0.122633,22979430049.0
2004-11-09,Salida,-56958930.0,37.97,-0.007216,22950651528.0
2004-11-10,Salida,-244905726.0,37.72,-0.647145,22704089746.0
2004-11-11,Salida,-132034560.0,38.34,1.623575,22425126912.0
2004-11-12,Salida,-285607968.0,38.75,1.082828,22503607680.0
2004-11-15,Entrada,360391368.0,38.83,0.18972,23107674488.0
2004-11-16,Salida,-225186624.0,38.52,-0.786601,22926327840.0
2004-11-17,Salida,-373642836.0,39.08,1.444709,22372346304.0
2004-11-18,Salida,0.0,39.31,0.610138,22695561504.0
2004-11-19,Entrada,58972200.0,38.61,-1.799526,22893008040.0
2004-11-22,Entrada,125473790.0,39.01,1.031929,22606516226.0
2004-11-23,Entrada,101414872.0,38.87,-0.359127,22941214218.0
2004-11-24,Entrada,97164100.0,39.36,1.264099,22955990266.0
2004-11-25,Salida,0.0,39.36,0.0,22955990266.0
2004-11-26,Salida,-143652831.0,39.25,-0.269736,23102523780.0
2004-11-29,Salida,0.0,39.31,0.140914,23040207860.0
2004-11-30,Entrada,66820353.0,39.08,-0.564365,23139495183.0
2004-12-01,Salida,-17587917.0,39.96,2.248245,22991315945.0
2004-12-02,Entrada,299722275.0,40.11,0.369017,23807939377.5
2004-12-03,Entrada,230635030.0,40.14,0.076489,24126429660.0
2004-12-06,Salida,-142500976.0,40.27,0.327495,24002382704.0
2004-12-07,Salida,-298017092.0,39.53,-1.851682,23782972119.0
2004-12-08,Salida,-83006406.0,39.84,0.784024,23259580767.0
2004-12-09,Salida,-23902056.0,40.03,0.48636,23418039366.0
2004-12-10,Salida,0.0,39.92,-0.285382,23531935303.5
2004-12-13,Salida,-31933016.0,40.31,0.986239,23432846303.5
2004-12-14,Salida,-334572502.0,40.46,0.384297,23329377775.0
2004-12-15,Entrada,50581062.5,40.37,-0.23361,23469613000.0
2004-12-16,Salida,-601517768.0,39.99,-0.94832,22813267832.0
2004-12-17,Entrada,397875426.0,39.34,-1.631561,22994800374.0
2004-12-20,Entrada,59002590.0,39.22,-0.286259,22678628843.0
2004-12-21,Entrada,47066952.0,39.65,1.085551,22660776265.0
2004-12-22,Entrada,35683416.0,39.75,0.267578,22942454076.0
2004-12-23,Entrada,99385825.0,39.76,0.012401,23103228879.5
2004-12-24,Salida,0.0,39.76,0.0,23103228879.5
2004-12-27,Salida,-159037040.0,39.61,-0.385294,22947056909.0
2004-12-28,Salida,-366356147.5,40.01,1.030448,22492287153.0
2004-12-29,Salida,-144051084.0,40.03,0.046309,22580007417.0
2004-12-30,Salida,-160130880.0,40.0,-0.073989,22430333016.0
2004-12-31,Salida,-182014105.0,39.94,-0.162737,22231722825.0
2005-01-03,Salida,-179721000.0,39.5,-1.088162,22015822500.0
2005-01-04,Entrada,167889492.5,38.72,-1.976184,21944144255.0
2005-01-05,Salida,-25169787.5,38.52,-0.513264,21485317837.5
2005-01-06,Entrada,77048000.0,38.37,-0.399595,21452089400.0
2005-01-07,Salida,0.0,38.55,0.467213,21366367911.0
2005-01-10,Salida,0.0,38.55,0.005422,21466194410.5
2005-01-11,Entrada,481892750.0,38.27,-0.736419,21949250977.0
2005-01-12,Entrada,68881536.0,38.57,0.796184,21856494048.0
2005-01-13,Salida,-154288800.0,38.06,-1.316363,21876223230.0
2005-01-14,Salida,-133225575.0,38.46,1.030437,21455027242.5
2005-01-17,Salida,0.0,38.46,0.0,21455027242.5
2005-01-18,Entrada,90373198.0,38.76,0.791046,21766480880.0
2005-01-19,Entrada,135663115.0,38.07,-1.770315,22074326855.0
2005-01-20,Entrada,264619165.0,37.31,-2.01215,21948160815.0
2005-01-21,Salida,-26116006.0,37.04,-0.721523,21480414935.0
2005-01-24,Entrada,125933926.0,36.47,-1.529912,21451362718.5
2005-01-25,Entrada,246190860.0,36.72,0.668527,21369366648.0
2005-01-26,Salida,-36716550.0,37.17,1.240803,21475510095.0
2005-01-27,Salida,-762028665.0,37.14,-0.097358,20979950172.0
2005-01-28,Salida,-415922528.0,36.94,-0.533769,20543602008.0
2005-01-31,Salida,-341673910.0,37.43,1.343884,20092272794.0
2005-02-01,Salida,-80483358.0,37.53,0.264411,20281806216.0
2005-02-02,Salida,-9383275.0,37.57,0.093704,20326050305.0
2005-02-03,Entrada,131488945.0,37.16,-1.092278,20476585563.5
2005-02-04,Salida,-276826504.0,37.81,1.747487,19976097792.0
2005-02-07,Entrada,66162687.5,37.67,-0.356334,20391340287.5
2005-02-08,Entrada,37672530.0,37.76,0.237733,20356351585.5
2005-02-09,Salida,0.0,37.12,-1.688307,20404745331.5
2005-02-10,Entrada,341545860.0,37.13,0.004714,20401796452.5
2005-02-11,Entrada,100241010.0,37.71,1.571474,20502999175.0
2005-02-14,Entrada,94274325.0,37.9,0.502788,20919472717.5
2005-02-15,Entrada,257715444.0,38.13,0.613916,21282368761.5
2005-02-16,Entrada,190660000.0,38.01,-0.311943,21603684600.0
2005-02-17,Salida,-190065250.0,37.44,-1.496486,21346228227.5
2005-02-18,Salida,0.0,37.35,-0.256515,21026784894.5
2005-02-21,Salida,0.0,37.35,0.0,21026784894.5
2005-02-22,Salida,-634918380.0,36.82,-1.409227,20337929637.0
2005-02-23,Salida,-331396380.0,36.9,0.212972,19719925701.0
2005-02-24,Salida,-221401440.0,37.41,1.377715,19540522092.0
2005-02-25,Salida,0.0,37.64,0.616435,19809734721.0
2005-02-28,Entrada,235245125.0,37.25,-1.041148,20167094076.0
2005-03-01,Entrada,18623670.0,37.65,1.073365,19975748442.0
2005-03-02,Salida,-141176775.0,37.6,-0.129917,20048984407.0
2005-03-03,Salida,-77076371.5,37.27,-0.877834,19945861015.0
2005-03-04,Entrada,145345902.0,37.48,0.574029,19916115392.0
2005-03-07,Entrada,526623645.5,38.09,1.616905,20557063229.5
2005-03-08,Entrada,497050488.0,37.68,-1.071199,21386501840.0
2005-03-09,Entrada,75360320.0,37.52,-0.435906,21232770160.0
2005-03-10,Salida,-80659206.5,37.57,0.157267,21059556078.5
2005-03-11,Salida,-150299640.0,37.11,-1.229198,20942376088.5
2005-03-14,Entrada,37113040.0,37.35,0.625683,20722065884.0
2005-03-15,Salida,-308098312.5,37.02,-0.860377,20543622025.0
2005-03-16,Salida,-694198875.0,36.63,-1.05394,19672670519.0
2005-03-17,Salida,0.0,36.67,0.093821,19465332435.5
2005-03-18,Salida,-467518275.0,36.59,-0.217901,19016076660.0
2005-03-21,Entrada,237823300.0,36.59,0.001093,19212463820.0
2005-03-22,Entrada,292708800.0,36.11,-1.303466,19505382660.0
2005-03-23,Entrada,171530480.0,36.28,0.462371,19422667088.0
2005-03-24,Entrada,145114600.0,36.23,-0.125391,19657586502.5
2005-03-25,Salida,0.0,36.23,0.0,19657586502.5
2005-03-28,Salida,0.0,36.3,0.186128,19632937746.0
2005-03-29,Entrada,308555100.0,36.09,-0.568696,19978035210.0
2005-03-30,Salida,0.0,36.77,1.869748,19864420956.0
2005-03-31,Entrada,119499347.5,36.54,-0.617395,20355335008.0
2005-04-01,Entrada,154938164.8,36.22,-0.889031,20384600436.8
2005-04-04,Salida,-35854978.5,36.4,0.499763,20167519977.5
2005-04-05,Salida,-291185200.0,36.57,0.474859,19977124627.5
2005-04-06,Salida,0.0,36.49,-0.208061,20071987861.5
2005-04-07,Salida,-72989800.0,36.97,1.288235,19957236065.0
2005-04-08,Entrada,73930080.0,36.62,-0.940727,20288262204.0
2005-04-11,Salida,-54925950.0,36.44,-0.475977,20042479155.0
2005-04-12,Entrada,54664515.0,36.7,0.716379,20001746038.5
2005-04-13,Entrada,110112240.0,36.03,-1.843909,20255146548.0
2005-04-14,Salida,-171129627.5,35.52,-1.40599,19710530359.0
2005-04-15,Salida,-23088487.5,34.72,-2.25792,19410313837.5
2005-04-18,Salida,-453079296.0,34.75,0.09744,18518965248.0
2005-04-19,Salida,0.0,35.02,0.766131,18537010170.0
2005-04-20,Salida,-157584600.0,34.68,-0.981616,18521443320.0
2005-04-21,Salida,-277400400.0,35.67,2.87841,18062233545.0
2005-04-22,Entrada,130206961.0,35.03,-1.807326,18712345587.0
2005-04-25,Entrada,213673301.0,35.42,1.130597,18587825766.5
2005-04-26,Entrada,65535214.0,35.01,-1.173794,18863514300.0
2005-04-27,Entrada,210051780.0,35.09,0.236913,18852147255.0
2005-04-28,Salida,-87728925.0,34.74,-1.010328,18809081520.0
2005-04-29,Entrada,173685150.0,35.02,0.816305,18792733230.0
2005-05-02,Entrada,68290150.5,35.09,0.203338,19014429340.5
2005-05-03,Entrada,17545900.0,35.19,0.273312,19070638710.0
2005-05-04,Entrada,21112626.0,35.8,1.738363,19143873625.5
2005-05-05,Salida,-114558080.0,35.75,-0.138606,19362105490.0
2005-05-06,Salida,-207348724.0,35.89,0.401988,19127919789.0
2005-05-09,Salida,-136395262.0,36.08,0.507084,19068416562.5
2005-05-10,Entrada,36075500.0,35.75,-0.889579,19201184875.0
2005-05-11,Entrada,82235534.0,35.98,0.633905,19112610739.0
2005-05-12,Salida,0.0,35.87,-0.322418,19233766496.5
2005-05-13,Salida,-82490006.0,36.26,1.088018,19089263345.0
2005-05-16,Entrada,3625544.0,36.51,0.707425,19300583484.0
2005-05-17,Entrada,292095360.0,36.75,0.641407,19729215972.0
2005-05-18,Entrada,73492220.0,37.22,1.281224,19929252758.5
2005-05-19,Entrada,297735280.0,37.52,0.806784,20482326418.5
2005-05-20,Entrada,187585850.0,37.68,0.433268,20835160359.5
2005-05-23,Salida,-271293984.0,37.86,0.468554,20654138518.0
2005-05-24,Salida,-234708874.0,37.99,0.34071,20516205526.5
2005-05-25,Entrada,265896750.0,37.8,-0.489743,20852002987.5
2005-05-26,Salida,-232465203.0,38.2,1.048329,20517416616.0
2005-05-27,Salida,0.0,38.22,0.06616,20732506544.0
2005-05-30,Salida,0.0,38.22,0.0,20732506544.0
2005-05-31,Salida,0.0,38.04,-0.464355,20746223100.0
2005-06-01,Entrada,144564426.0,38.46,1.091678,20794451382.0
2005-06-02,Salida,-192292900.0,38.69,0.605873,20829166928.0
2005-06-03,Entrada,226345801.5,38.09,-1.559977,21181710945.5
2005-06-06,Entrada,199962052.5,38.11,0.049674,21051243127.0
2005-06-07,Salida,-28580197.5,37.76,-0.915188,21033120013.5
2005-06-08,Entrada,56637270.0,37.67,-0.224163,20897264721.0
2005-06-09,Salida,-131857390.0,37.96,0.770196,20718563323.0
2005-06-10,Entrada,108196545.0,37.51,-1.197433,20986333360.0
2005-06-13,Salida,-388219288.5,37.71,0.531604,20346816719.5
2005-06-14,Salida,0.0,37.59,-0.305793,20454981249.5
2005-06-15,Entrada,112779600.0,37.72,0.332188,20505210940.0
2005-06-16,Salida,-784536064.0,37.91,0.51694,19788790672.0
2005-06-17,Entrada,1588557214.0,37.9,-0.046897,21479644143.0
2005-06-20,Salida,-568429200.0,37.87,-0.054413,20901141684.0
2005-06-21,Entrada,18937330.0,37.85,-0.054548,20908706053.0
2005-06-22,Entrada,41639400.0,37.8,-0.138427,20938940100.0
2005-06-23,Entrada,113404800.0,37.35,-1.200663,21023359840.0
2005-06-24,Entrada,112043190.0,36.96,-1.040893,20882983229.5
2005-06-27,Salida,0.0,36.8,-0.430396,20665613667.0
2005-06-28,Salida,-404799010.0,37.17,0.996117,20171870666.5
2005-06-29,Salida,-167249160.0,37.06,-0.298898,20205556852.0
2005-06-30,Salida,-179718641.5,36.79,-0.704945,19965444132.0
2005-07-01,Salida,0.0,36.72,-0.189025,19824698796.0
2005-07-04,Salida,0.0,36.72,0.0,19824698796.0
2005-07-05,Entrada,16526079.0,37.11,1.059126,19803751335.0
2005-07-06,Salida,-324743825.0,36.91,-0.5519,19688754190.0
2005-07-07,Entrada,12918062.5,37.05,0.381969,19593009937.5
2005-07-08,Salida,-148198920.0,37.78,1.960716,19519650250.5
2005-07-11,Salida,0.0,38.13,0.937099,19902375164.5
2005-07-12,Entrada,76260340.0,38.33,0.511957,20165140404.5
2005-07-13,Entrada,68985684.0,38.38,0.137637,20337362897.0
2005-07-14,Salida,0.0,38.77,1.015083,20365354684.5
2005-07-15,Salida,-122118255.0,38.88,0.278221,20449961750.0
2005-07-18,Entrada,60257118.0,38.68,-0.4918,20567115018.0
2005-07-19,Salida,0.0,39.19,1.298716,20465965948.5
2005-07-20,Salida,-144991049.0,39.49,0.770592,20586769619.5
2005-07-21,Salida,0.0,39.47,-0.054522,20745409559.0
2005-07-22,Salida,0.0,39.44,-0.070717,20734098773.5
2005-07-25,Salida,-335234050.0,39.26,-0.450515,20384202205.0
2005-07-26,Salida,-608555110.0,39.39,0.334703,19683813187.0
2005-07-27,Salida,0.0,39.71,0.813976,19749695590.5
2005-07-28,Salida,0.0,39.88,0.418118,19910453468.0
2005-07-29,Salida,0.0,39.55,-0.83476,19993702635.5
2005-08-01,Salida,-492358033.5,39.67,0.307863,19334445187.0
2005-08-02,Salida,-85287447.0,40.08,1.04947,19308681315.0
2005-08-03,Salida,-108229203.0,40.1,0.028215,19403091004.5
2005-08-04,Salida,-18043290.0,39.64,-1.134222,19390522320.0
2005-08-05,Entrada,247758875.0,39.46,-0.445241,19418349587.0
2005-08-08,Entrada,78929840.0,39.14,-0.814648,19410820902.0
2005-08-09,Entrada,37186249.0,39.45,0.78966,19289877376.0
2005-08-10,Salida,-88768170.0,39.07,-0.962752,19353433686.0
2005-08-11,Entrada,19536345.0,39.44,0.949256,19186644424.5
2005-08-12,Entrada,118330770.0,39.22,-0.561511,19487105639.5
2005-08-15,Salida,-147082912.5,39.45,0.588189,19230600533.0
2005-08-16,Entrada,175565004.5,38.8,-1.664698,19519277747.5
2005-08-17,Entrada,723546146.0,39.0,0.525569,19917886936.0
2005-08-18,Salida,0.0,38.84,-0.411539,20022569196.0
2005-08-19,Salida,-157299732.0,38.79,-0.128478,19782868764.0
2005-08-22,Salida,-87276465.0,38.83,0.117042,19670175734.0
2005-08-23,Salida,-27184458.0,38.73,-0.272796,19666013616.0
