fecha,equity_sys,equity_qqq,qqq_weight,mmf_weight,tlt_weight,score_ema
2002-07-31,0.9905719317922537,0.9810783340248452,0.5,,,
2002-08-01,0.9673451647122003,0.9350065997799576,0.5,,,
2002-08-02,0.9571614972786872,0.9152615442144287,0.5,,,
2002-08-05,0.9397691716704673,0.8819418735181221,0.5,,,
2002-08-06,0.9630301529403935,0.925545208120262,0.5,,,
2002-08-07,0.9694800398787146,0.9378860889897643,0.5,,,
2002-08-08,0.9858807973081766,0.9695603771856184,0.5,,,
2002-08-09,0.9808920355447517,0.9596878959588638,0.5,,,
2002-08-12,0.9823950694627346,0.9625672920566508,0.5,,,
2002-08-13,0.9656329132194283,0.929659083375482,0.5,,,
2002-08-14,0.9964267312398709,0.9888936913999502,0.5,,,
2002-08-15,1.0066128893110073,1.0090503952046563,0.5,,,
2002-08-16,1.010132208802802,1.016043107885545,0.5,,,
2002-08-19,1.022433557474348,1.0407247765125298,0.5,,,
2002-08-20,1.0202424507911545,1.0361996254662114,0.5,,,
2002-08-21,1.0316148388838984,1.0592350735845664,0.5,,,
2002-08-22,1.0398605355835648,1.076100826164328,0.5,,,
2002-08-23,1.0198198860750167,1.034554149853739,0.5,,,
2002-08-26,1.021879825102004,1.038667373324821,0.5,,,
2002-08-27,1.0041059414221034,1.002468492754767,0.5,,,
2002-08-28,0.9858032206571817,0.965858150169575,0.5,,,
2002-08-29,0.9923426416650433,0.9786100274941164,0.5,,,
2002-08-30,0.9861176921073055,0.9662690535125943,0.5,,,
2002-09-03,0.9683074401288847,0.9313044658759339,0.5,,,
2002-09-04,0.9702624006961899,0.9350065997799569,0.5,,,
2002-09-05,0.9583404105082824,0.9119709654375625,0.5,,,
2002-09-06,0.9730680626413636,0.9399428403933343,0.5,,,
2002-09-09,0.9779964895650797,0.9494035802688918,0.5,,,
2002-09-10,0.9901046989760186,0.9728510490745029,0.5,,,
2002-09-11,0.9859504425460427,0.9646239503482009,0.5,,,
2002-09-12,0.9725282295445237,0.9382974578928817,0.5,,,
2002-09-13,0.9763968108370407,0.9457013532528489,0.5,,,
2002-09-16,0.9694212809824236,0.9321272036821698,0.5,,,
2002-09-17,0.9591852715456431,0.9123819618926016,0.5,,,
2002-09-18,0.953810622155159,0.9020982048747487,0.5,,,
2002-09-19,0.9462296912868066,0.8877009450497546,0.5,,,
2002-09-20,0.9482328781206381,0.8914031720657973,0.5,,,
2002-09-23,0.9340416187990378,0.8646649382592811,0.5,,,
2002-09-24,0.9342935303955906,0.865076400274419,0.5,,,
2002-09-25,0.9529825676063731,0.89963008456806,0.5,,,
2002-09-26,0.9471302672855576,0.8885234966319513,0.5,,,
2002-09-27,0.9408020511788538,0.8765943571136459,0.5,,,
2002-09-30,0.9278067301434477,0.8523248022859367,0.5,,,
2002-10-01,0.9560450983026498,0.9041547700542798,0.5,,,
2002-10-02,0.9401980404632385,0.8741260505829177,0.5,,,
2002-10-03,0.9289441170040504,0.8531472607561136,0.5,,,
2002-10-04,0.9202385566002016,0.8371041528705684,0.5,,,
2002-10-07,0.915971561335347,0.8292889817195027,0.5,,,
2002-10-08,0.9169083366524038,0.8309338986598566,0.5,,,
2002-10-09,0.9137587090523782,0.825175292688322,0.5,,,
2002-10-10,0.9370176787015873,0.8671336172380882,0.5,,,
2002-10-11,0.9623827969051438,0.9140275306170936,0.5,,,
2002-10-14,0.9680426396898177,0.924722842762104,0.5,,,
2002-10-15,0.9913271863929255,0.9691488220584602,0.5,,,
2002-10-16,0.9749488375021307,0.9370631649594882,0.5,,,
2002-10-17,0.9914575985015096,0.9687376393793816,0.5,,,
2002-10-18,0.9969625678648376,0.9794330446364118,0.5,,,
2002-10-21,1.0070443499198827,0.999178007089921,0.5,,,
2002-10-22,1.0039674909859362,0.9930071942070908,0.5,,,
2002-10-23,1.0135655683219256,1.0119296050784032,0.5,,,
2002-10-24,1.0008255736572944,0.9864261297653792,0.5,,,
2002-10-25,1.0158817917907368,1.0160431078855443,0.5,,,
2002-10-28,1.0115942405752474,1.0074045471441044,0.5,,,
2002-10-29,0.999851546330052,0.9839580094586905,0.5,,,
2002-10-30,1.0132561838496617,1.0102842225779507,0.5,,,
2002-10-31,1.013078089568162,1.0098726674507932,0.5,,,
